taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus
10899171	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829842			Sphaerochaetales		Sphaerochaetales	Sphaerochaetales			order			accepted			Bacteria	Spirochaetota	Spirochaetia	Sphaerochaetales		
11172299	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829842			JC444						order			accepted			Bacteria	Spirochaetota	Spirochaetia	JC444		
11116298	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829842			JABEVK01						order			accepted			Bacteria	Spirochaetota	Spirochaetia	JABEVK01		
11140807	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829842			ARS1246						order			accepted			Bacteria	Spirochaetota	Spirochaetia	ARS1246		
11144773	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829842			B11-G9						order			accepted			Bacteria	Spirochaetota	Spirochaetia	B11-G9		
11167595	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829842			Spirochaetales_E						order			accepted			Bacteria	Spirochaetota	Spirochaetia	Spirochaetales_E		
10840698	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829842			Borreliales		Borreliales	Borreliales			order			accepted			Bacteria	Spirochaetota	Spirochaetia	Borreliales		
11133922	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829842			JABMQR01						order			accepted			Bacteria	Spirochaetota	Spirochaetia	JABMQR01		
11114721	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829842			WRBN01						order			accepted			Bacteria	Spirochaetota	Spirochaetia	WRBN01		
10685693	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829842			Treponematales		Treponematales	Treponematales			order			accepted			Bacteria	Spirochaetota	Spirochaetia	Treponematales		
11194157	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829842			SPDA01						order			accepted			Bacteria	Spirochaetota	Spirochaetia	SPDA01		
10700652	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10814827			Leptospirales		Leptospirales	Leptospirales			order			accepted			Bacteria	Spirochaetota	Leptospirae	Leptospirales		
10798289	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10825774			Brachyspirales		Brachyspirales	Brachyspirales			order			accepted			Bacteria	Spirochaetota	Brachyspirae	Brachyspirales		
10694593	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10814827			Turneriellales		Turneriellales	Turneriellales			order			accepted			Bacteria	Spirochaetota	Leptospirae	Turneriellales		
963	7ddf754f-d193-4cc9-b351-99906754a03b	133			Thermozodia		Thermozodia	Thermozodia			order		Ramazzotti, G., and W. Maucci. (1983). Il Philum Tardigrada: III edizione riveduta e aggiornata. Memorie dell’Istituto Italiano Di Idrobiologia Dott. Marco De Marchi, Vol. 41.	accepted			Animalia	Tardigrada	Mesotardigrada	Thermozodia		
425	7ddf754f-d193-4cc9-b351-99906754a03b	247			Echiniscoidea		Echiniscoidea	Echiniscoidea			order			accepted			Animalia	Tardigrada	Heterotardigrada	Echiniscoidea		
964	7ddf754f-d193-4cc9-b351-99906754a03b	247			Arthrotardigrada		Arthrotardigrada	Arthrotardigrada			order			accepted			Animalia	Tardigrada	Heterotardigrada	Arthrotardigrada		
426	7ddf754f-d193-4cc9-b351-99906754a03b	134			Parachela		Parachela	Parachela			order		Schuster, R. O., D. R. Nelson, A. A. Grigarick, and D. Christenberry. (1980). Systematic Criteria of the Eutardigrada. Transactions of the American Microscopical Society, Vol. 99, No. 3.	accepted			Animalia	Tardigrada	Eutardigrada	Parachela		
965	7ddf754f-d193-4cc9-b351-99906754a03b	134			Apochela		Apochela	Apochela			order		Schuster, R. O., D. R. Nelson, A. A. Grigarick, and D. Christenberry. (1980). Systematic Criteria of the Eutardigrada. Transactions of the American Microscopical Society, Vol. 99, No. 3.	accepted			Animalia	Tardigrada	Eutardigrada	Apochela		
671	7ea21580-4f06-469d-995b-3f713fdcc37c	198			Goniotrichales		Goniotrichales	Goniotrichales			order			accepted			Plantae	Rhodophyta	Bangiophyceae	Goniotrichales		
1389	7ea21580-4f06-469d-995b-3f713fdcc37c	198			Bangiales		Bangiales	Bangiales			order			accepted			Plantae	Rhodophyta	Bangiophyceae	Bangiales		
1367	7ea21580-4f06-469d-995b-3f713fdcc37c	334			Cyanidiales		Cyanidiales	Cyanidiales			order			accepted			Plantae	Rhodophyta	Cyanidiophyceae	Cyanidiales		
664	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Bonnemaisoniales		Bonnemaisoniales	Bonnemaisoniales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Bonnemaisoniales		
1400	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Gigartinales		Gigartinales	Gigartinales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Gigartinales		
672	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Hildenbrandiales		Hildenbrandiales	Hildenbrandiales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Hildenbrandiales		
675	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Rhodogorgonales		Rhodogorgonales	Rhodogorgonales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Rhodogorgonales		
662	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Ahnfeltiales		Ahnfeltiales	Ahnfeltiales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Ahnfeltiales		
1405	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Thoreales		Thoreales	Thoreales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Thoreales		
1402	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Halymeniales		Halymeniales	Halymeniales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Halymeniales		
670	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Corallinales		Corallinales	Corallinales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Corallinales		
12252174	7ddf754f-d193-4cc9-b351-99906754a03b	342			Catenellopsidales		Catenellopsidales	Catenellopsidales			order		Saunders, G. W.; Filloramo, G.; Dixon, K.; Le Gall, L.; Maggs, C. A.; Kraft, G. T. (2016). Multigene analyses resolve early diverging lineages in the Rhodymeniophycidae (Florideophyceae, Rhodophyta). Journal of Phycology. 52(4): 505-522.	accepted			Plantae	Rhodophyta	Florideophyceae	Catenellopsidales		
1404	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Plocamiales		Plocamiales	Plocamiales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Plocamiales		
7804746	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Nemastomatales		Nemastomatales	Nemastomatales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Nemastomatales		
661	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Acrochaetiales		Acrochaetiales	Acrochaetiales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Acrochaetiales		
1403	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Palmariales		Palmariales	Palmariales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Palmariales		
8321374	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Acrosymphytales		Acrosymphytales	Acrosymphytales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Acrosymphytales		
663	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Batrachospermales		Batrachospermales	Batrachospermales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Batrachospermales		
8287177	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Entwisleiales		Entwisleiales	Entwisleiales			order		Scott, F. J.; Saunders, G. W.; Kraft, G. T. (2013). Entwisleia bella, gen. et sp. nov., a novel marine 'batrachospermaceous' red alga from southeastern Tasmania representing a new family and order in the Nemaliophycidae. European Journal of Phycology. 48(4): 398-410.	accepted			Plantae	Rhodophyta	Florideophyceae	Entwisleiales		
676	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Rhodymeniales		Rhodymeniales	Rhodymeniales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Rhodymeniales		
665	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Ceramiales		Ceramiales	Ceramiales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Ceramiales		
12223249	7ddf754f-d193-4cc9-b351-99906754a03b	342			Atractophorales		Atractophorales	Atractophorales			order		Saunders, G. W.; Filloramo, G.; Dixon, K.; Le Gall, L.; Maggs, C. A.; Kraft, G. T. (2016). Multigene analyses resolve early diverging lineages in the Rhodymeniophycidae (Florideophyceae, Rhodophyta). Journal of Phycology. 52(4): 505-522.	accepted			Plantae	Rhodophyta	Florideophyceae	Atractophorales		
1392	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Balbianiales		Balbianiales	Balbianiales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Balbianiales		
1393	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Balliales		Balliales	Balliales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Balliales		
7887451	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Cryptonemiales		Cryptonemiales	Cryptonemiales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Cryptonemiales		
1401	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Gracilariales		Gracilariales	Gracilariales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Gracilariales		
673	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Nemaliales		Nemaliales	Nemaliales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Nemaliales		
12251238	7ddf754f-d193-4cc9-b351-99906754a03b	342			Corynodactylales		Corynodactylales	Corynodactylales			order		Saunders, G. W.; Wadland, K. L.; Salomaki, E. D.; Lane, C. E. (2017). A contaminant DNA barcode sequence reveals a new red algal order, Corynodactylales (Nemaliophycidae, Florideophyceae). Botany. 95(6): 561-566.	accepted			Plantae	Rhodophyta	Florideophyceae	Corynodactylales		
7704487	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Sebdeniales		Sebdeniales	Sebdeniales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Sebdeniales		
8122853	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Sphaerococcales		Sphaerococcales	Sphaerococcales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Sphaerococcales		
1398	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Gelidiales		Gelidiales	Gelidiales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Gelidiales		
8163140	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Rhodachlyales		Rhodachlyales	Rhodachlyales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Rhodachlyales		
10822867	7ddf754f-d193-4cc9-b351-99906754a03b	342			Sporolithales		Sporolithales	Sporolithales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Sporolithales		
1397	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Colaconematales		Colaconematales	Colaconematales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Colaconematales		
674	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Pihiellales		Pihiellales	Pihiellales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Pihiellales		
8158856	7ea21580-4f06-469d-995b-3f713fdcc37c	342			Peyssonneliales		Peyssonneliales	Peyssonneliales			order			accepted			Plantae	Rhodophyta	Florideophyceae	Peyssonneliales		
12176807	7ddf754f-d193-4cc9-b351-99906754a03b	342			Hapalidiales		Hapalidiales	Hapalidiales			order		Nelson, W. A.; Sutherland, J. E.; Farr, T. J.; Hart, D. R.; Neill, K. F.; Kim, H. J.; Yoon, H. S. (2015). Multi-gene phylogenetic analyses of New Zealand coralline algae: Corallinapetra novaezelandiae gen. et sp. nov. and recognition of the Hapalidiales ord. nov. Journal of Phycology. 51(3): 454-468.	accepted			Plantae	Rhodophyta	Florideophyceae	Hapalidiales		
677	7ea21580-4f06-469d-995b-3f713fdcc37c	7739182			Porphyridiales		Porphyridiales	Porphyridiales			order			accepted			Plantae	Rhodophyta	Porphyridiophyceae	Porphyridiales		
1406	7ea21580-4f06-469d-995b-3f713fdcc37c	7548319			Stylonematales		Stylonematales	Stylonematales			order			accepted			Plantae	Rhodophyta	Stylonematophyceae	Stylonematales		
7953862	7ea21580-4f06-469d-995b-3f713fdcc37c	7548319			Rufusiales		Rufusiales	Rufusiales			order			accepted			Plantae	Rhodophyta	Stylonematophyceae	Rufusiales		
7933786	7ea21580-4f06-469d-995b-3f713fdcc37c	343			Rhodellales		Rhodellales	Rhodellales			order			accepted			Plantae	Rhodophyta	Rhodellophyceae	Rhodellales		
8401546	7ea21580-4f06-469d-995b-3f713fdcc37c	343			Dixoniellales		Dixoniellales	Dixoniellales			order			accepted			Plantae	Rhodophyta	Rhodellophyceae	Dixoniellales		
7878982	7ea21580-4f06-469d-995b-3f713fdcc37c	343			Glaucosphaerales		Glaucosphaerales	Glaucosphaerales			order			accepted			Plantae	Rhodophyta	Rhodellophyceae	Glaucosphaerales		
660	7ea21580-4f06-469d-995b-3f713fdcc37c	340			Erythropeltidales		Erythropeltidales	Erythropeltidales			order			accepted			Plantae	Rhodophyta	Compsopogonophyceae	Erythropeltidales		
1391	7ea21580-4f06-469d-995b-3f713fdcc37c	340			Rhodochaetales		Rhodochaetales	Rhodochaetales			order			accepted			Plantae	Rhodophyta	Compsopogonophyceae	Rhodochaetales		
1390	7ea21580-4f06-469d-995b-3f713fdcc37c	340			Compsopogonales		Compsopogonales	Compsopogonales			order			accepted			Plantae	Rhodophyta	Compsopogonophyceae	Compsopogonales		
7874849	7ea21580-4f06-469d-995b-3f713fdcc37c	7624885			Trimastigida		Trimastigida	Trimastigida			order			accepted			Protozoa	Metamonada	Anaeromonadea	Trimastigida		
7891620	7ea21580-4f06-469d-995b-3f713fdcc37c	7624885			Oxymonadida		Oxymonadida	Oxymonadida			order			accepted			Protozoa	Metamonada	Anaeromonadea	Oxymonadida		
8397173	7ea21580-4f06-469d-995b-3f713fdcc37c	7563721			Carpediemonadida		Carpediemonadida	Carpediemonadida			order			accepted			Protozoa	Metamonada	Carpediemonadea	Carpediemonadida		
8259548	7ea21580-4f06-469d-995b-3f713fdcc37c	7996082			Trichonymphida		Trichonymphida	Trichonymphida			order			accepted			Protozoa	Metamonada	Trichonymphea	Trichonymphida		
8337041	7ea21580-4f06-469d-995b-3f713fdcc37c	7681369			Retortamonadida		Retortamonadida	Retortamonadida			order			accepted			Protozoa	Metamonada	Retortamonadea	Retortamonadida		
8071681	7ea21580-4f06-469d-995b-3f713fdcc37c	7436010			Lophomonadida		Lophomonadida	Lophomonadida			order			accepted			Protozoa	Metamonada	Trichomonadea	Lophomonadida		
10818360	7ddf754f-d193-4cc9-b351-99906754a03b	7436010			Cristamonadida		Cristamonadida	Cristamonadida			order			accepted			Protozoa	Metamonada	Trichomonadea	Cristamonadida		
7938021	7ea21580-4f06-469d-995b-3f713fdcc37c	7436010			Spirotrichonymphida		Spirotrichonymphida	Spirotrichonymphida			order			accepted			Protozoa	Metamonada	Trichomonadea	Spirotrichonymphida		
7375606	7ea21580-4f06-469d-995b-3f713fdcc37c	7636249			Distomatida		Distomatida	Distomatida			order			accepted			Protozoa	Metamonada	Trepomonadea	Distomatida		
8135738	7ea21580-4f06-469d-995b-3f713fdcc37c	7636249			Enteromonadida		Enteromonadida	Enteromonadida			order			accepted			Protozoa	Metamonada	Trepomonadea	Enteromonadida		
7817381	7ea21580-4f06-469d-995b-3f713fdcc37c	7636249			Giardiida		Giardiida	Giardiida			order			accepted			Protozoa	Metamonada	Trepomonadea	Giardiida		
10772085	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			UBA1444						order			accepted			Bacteria	Firmicutes_C	Negativicutes	UBA1444		
10790114	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			Veillonellales		Veillonellales	Veillonellales			order			accepted			Bacteria	Firmicutes_C	Negativicutes	Veillonellales		
10843597	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			Sporomusales		Sporomusales	Sporomusales			order			accepted			Bacteria	Firmicutes_C	Negativicutes	Sporomusales		
11221417	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			JAAYSF01						order			accepted			Bacteria	Firmicutes_C	Negativicutes	JAAYSF01		
10813427	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			Anaeromusales		Anaeromusales	Anaeromusales			order			accepted			Bacteria	Firmicutes_C	Negativicutes	Anaeromusales		
11481647	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			CTSoil-072						order			accepted			Bacteria	Firmicutes_C	Negativicutes	CTSoil-072		
10676427	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			UBA11029						order			accepted			Bacteria	Firmicutes_C	Negativicutes	UBA11029		
11735067	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			RGIG982						order			accepted			Bacteria	Firmicutes_C	Negativicutes	RGIG982		
11634516	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			JAGOZY01						order			accepted			Bacteria	Firmicutes_C	Negativicutes	JAGOZY01		
8003433	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			Selenomonadales		Selenomonadales	Selenomonadales			order			accepted			Bacteria	Firmicutes_C	Negativicutes	Selenomonadales		
10845145	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			Acidaminococcales		Acidaminococcales	Acidaminococcales			order			accepted			Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales		
10863225	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			Propionisporales		Propionisporales	Propionisporales			order			accepted			Bacteria	Firmicutes_C	Negativicutes	Propionisporales		
10784862	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			UMGS1260						order			accepted			Bacteria	Firmicutes_C	Negativicutes	UMGS1260		
11823139	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8005733			Sporomusales_A						order			accepted			Bacteria	Firmicutes_C	Negativicutes	Sporomusales_A		
11603510	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10799978			JACQXL01						order			accepted			Bacteria	Planctomycetota	MHYJ01	JACQXL01		
11209156	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10799978			DSWA01						order			accepted			Bacteria	Planctomycetota	MHYJ01	DSWA01		
11129999	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10799978			WSZJ01						order			accepted			Bacteria	Planctomycetota	MHYJ01	WSZJ01		
11112962	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10865502			SRT547						order			accepted			Bacteria	Planctomycetota	J132	SRT547		
10882722	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10674221			SKZP01						order			accepted			Bacteria	Planctomycetota	UBA8742	SKZP01		
10849668	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10674221			UBA2392						order			accepted			Bacteria	Planctomycetota	UBA8742	UBA2392		
11458384	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10674221			JACQVU01						order			accepted			Bacteria	Planctomycetota	UBA8742	JACQVU01		
10890204	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10800853			J103						order			accepted			Bacteria	Planctomycetota	J058	J103		
11147205	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829233			JAADGH01						order			accepted			Bacteria	Planctomycetota	Brocadiae	JAADGH01		
10686298	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829233			SM23-32						order			accepted			Bacteria	Planctomycetota	Brocadiae	SM23-32		
10825459	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	11196731			SLPQ01						order			accepted			Bacteria	Planctomycetota	DG-23	SLPQ01		
10711782	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829233			Brocadiales		Brocadiales	Brocadiales			order			accepted			Bacteria	Planctomycetota	Brocadiae	Brocadiales		
11167240	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10829233			CAIUPP01						order			accepted			Bacteria	Planctomycetota	Brocadiae	CAIUPP01		
10705751	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10855741			UBA8890						order			accepted			Bacteria	Planctomycetota	UBA8108	UBA8890		
10772933	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10855741			UBA1146						order			accepted			Bacteria	Planctomycetota	UBA8108	UBA1146		
11137094	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10671899			DSUN01						order			accepted			Bacteria	Planctomycetota	PUPC01	DSUN01		
11137561	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10671899			JABMSA01						order			accepted			Bacteria	Planctomycetota	PUPC01	JABMSA01		
11696366	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10671899			JACPCR01						order			accepted			Bacteria	Planctomycetota	PUPC01	JACPCR01		
11890767	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10713154			JADGBV01						order			accepted			Bacteria	Planctomycetota	UBA11346	JADGBV01		
10790166	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10808249			UBA2386						order			accepted			Bacteria	Planctomycetota	UBA1135	UBA2386		
10730489	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8211192			SM23-33						order			accepted			Bacteria	Planctomycetota	Phycisphaerae	SM23-33		
11709771	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8211192			Tepidisphaerales		Tepidisphaerales	Tepidisphaerales			order			accepted			Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales		
7390951	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8211192			Phycisphaerales		Phycisphaerales	Phycisphaerales			order			accepted			Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales		
10737405	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8211192			Sedimentisphaerales		Sedimentisphaerales	Sedimentisphaerales			order			accepted			Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales		
10788733	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8211192			UBA1845						order			accepted			Bacteria	Planctomycetota	Phycisphaerae	UBA1845		
11192467	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8211192			WQYP01						order			accepted			Bacteria	Planctomycetota	Phycisphaerae	WQYP01		
11185976	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8211192			JAACET01						order			accepted			Bacteria	Planctomycetota	Phycisphaerae	JAACET01		
11205122	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8211192			JAAYCJ01						order			accepted			Bacteria	Planctomycetota	Phycisphaerae	JAAYCJ01		
10706595	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	11707077			Isosphaerales		Isosphaerales	Isosphaerales			order			accepted			Bacteria	Planctomycetota	Planctomycetia	Isosphaerales		
1218	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	11707077			Planctomycetales		Planctomycetales	Planctomycetales			order			accepted			Bacteria	Planctomycetota	Planctomycetia	Planctomycetales		
11151899	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	11707077			Pan216						order			accepted			Bacteria	Planctomycetota	Planctomycetia	Pan216		
10824553	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	11707077			Pirellulales		Pirellulales	Pirellulales			order			accepted			Bacteria	Planctomycetota	Planctomycetia	Pirellulales		
10750065	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	11707077			Gemmatales		Gemmatales	Gemmatales			order			accepted			Bacteria	Planctomycetota	Planctomycetia	Gemmatales		
1209	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	8351466			Dictyoglomales		Dictyoglomales	Dictyoglomales			order			accepted			Bacteria	Dictyoglomota	Dictyoglomia	Dictyoglomales		
758	7ddf754f-d193-4cc9-b351-99906754a03b	237			Ebriida		Ebriida	Ebriida			order			accepted			Protozoa	Sarcomastigophora	Phytomastigophora	Ebriida		
10720278	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10712156			J040						order			accepted			Bacteria	Desulfobacterota_E	MBNT15	J040		
10734162	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10781292			Micrarchaeia		Micrarchaeia	Micrarchaeia			class			accepted			Archaea	Micrarchaeota	Micrarchaeia			
10847779	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10776132			Iainarchaeia		Iainarchaeia	Iainarchaeia			class			accepted			Archaea	Iainarchaeota	Iainarchaeia			
294	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	11585598			Thermococci		Thermococci	Thermococci			class			accepted			Archaea	Methanobacteriota_B	Thermococci			
10691317	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10866795			Undinarchaeia		Undinarchaeia	Undinarchaeia			class			accepted			Archaea	Undinarchaeota	Undinarchaeia			
10707890	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10807497			Nitrososphaeria		Nitrososphaeria	Nitrososphaeria			class			accepted			Archaea	Thermoproteota	Nitrososphaeria			
10705856	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10807497			Bathyarchaeia		Bathyarchaeia	Bathyarchaeia			class			accepted			Archaea	Thermoproteota	Bathyarchaeia			
10705623	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10807497			Thermoproteia		Thermoproteia	Thermoproteia			class			accepted			Archaea	Thermoproteota	Thermoproteia			
11186290	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10807497			QMWL01						class			accepted			Archaea	Thermoproteota	QMWL01			
10824143	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10807497			Methanomethylicia		Methanomethylicia	Methanomethylicia			class			accepted			Archaea	Thermoproteota	Methanomethylicia			
11545815	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10807497			Nitrososphaeria_A						class			accepted			Archaea	Thermoproteota	Nitrososphaeria_A			
11193846	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10807497			EX4484-205						class			accepted			Archaea	Thermoproteota	EX4484-205			
10775312	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10807497			Korarchaeia		Korarchaeia	Korarchaeia			class			accepted			Archaea	Thermoproteota	Korarchaeia			
10806414	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10817499			Huberarchaeales		Huberarchaeales	Huberarchaeales			order			accepted			Archaea	Huberarchaeota	Huberarchaeia	Huberarchaeales		
10875737	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10748189			Nanosalinia		Nanosalinia	Nanosalinia			class			accepted			Archaea	Nanohaloarchaeota	Nanosalinia			
11913170	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	11553458			Altiarchaeia		Altiarchaeia	Altiarchaeia			class			accepted			Archaea	Altiarchaeota	Altiarchaeia			
163	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	11868776			Methanopyri		Methanopyri	Methanopyri			class			accepted			Archaea	Methanobacteriota_A	Methanopyri			
161	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	11868776			Methanococci		Methanococci	Methanococci			class			accepted			Archaea	Methanobacteriota_A	Methanococci			
10817499	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10697925			Huberarchaeia		Huberarchaeia	Huberarchaeia			class			accepted			Archaea	Huberarchaeota	Huberarchaeia			
10866444	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10690978			Hadarchaeia		Hadarchaeia	Hadarchaeia			class			accepted			Archaea	Hadarchaeota	Hadarchaeia			
10716466	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	10690978			B88-G9						class			accepted			Archaea	Hadarchaeota	B88-G9			
